sep=,
"Name
                     
                    Date","Reference","Status","Description","Qty","Total Selling"
"16/04/2026","SO4554","Pending",,,
,,,"LINEO 315 QUIET - EF 1","1","12211"
,,,"LINEO 250 QUIET - EF 2","1","9396"
,,,"LINEO 200 QUIET - EF 3","1","4406"
,,,"KDAXIS 200 - EF 4","1","1269"
,,,"KDAXIS 200 - EF 5","1","1269"
,,,"MAXFLO 630/250/14 A c/w 1,10KW 4P 380V - FA 1","1","9796"
,,,"630 Diam Silencer 1.5D Podded","2","7838"
,,,"630 Diam Counter Flange","2","886"
,,,"630 Diam Mounting Feet","4","1040"
,,,"630 to 1000 NDB GREEN Neoprene Floor Mounts","8","800"
,,,"MAXFLO 710/250/14 A c/w 1,10KW 4P 380V - FA 2","1","10128"
,,,"710 Diam Silencer 1.5D Podded","2","9598"
,,,"710 Diam Counter Flange","2","1002"
,,,"710 Diam Mounting Feet","4","1648"
,,,"630 to 1000 NDB GREEN Neoprene Floor Mounts","8","800"
"Total for SO4554",,,,"39","72087"
"17/06/2026","SO4665","Invoiced",,,
,,,"LINEO 250 QUIET - EF 2","1","9396"
,,,"LINEO 200 QUIET - EF 3","1","4406"
,,,"KDAXIS 250-EF4","1","1269"
,,,"KDAXIS 250-EF5","1","1269"
,,,"KDAXIS 250-EF6","1","1269"
,,,"WEATHER LOUVRE 250*250 NS NA","3","1848"
"Total for SO4665",,,,"8","19457"
"Total for Matla Solution Group",,,,"47","91544"
"Michmat Projects",,,,,
"30/04/2026","SO4555","Pending",,,
,,,"MFAJAX-3 1250 c/w 45,00KW 4P 380V","3","251763"
,,,"1250 Diam Counter Flange","6","6078"
,,,"1250 Diam Mounting Feet","6","13710"
,,,"630 to 1000 NDB GREEN Neoprene Floor Mounts","12","1500"
,,,"MAJAX-3 560 c/w 5,50KW 2P 380V","2","33420"
,,,"560 Diam Counter Flange","4","1988"
,,,"560 Diam Mounting Feet","4","1296"
,,,"315 to 560 NDA RED ANeoprene Floor Mounts","8","656"
"Total for SO4555",,,,"45","310411"
"Total for Michmat Projects",,,,"45","310411"
"Midrand Air Services (Pty) Ltd",,,,,
"08/06/2026","SO4642","Invoiced",,,
,,,"LINEO 200 QUIET","1","4406"
"Total for SO4642",,,,"1","4406"
"Total for Midrand Air Services (Pty) Ltd",,,,"1","4406"
"Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies",,,,,
"11/03/2026","SO4444","Invoiced",,,
,,,"Tiracamino Chimney Fan for Chimney Tops","1","12144"
"Total for SO4444",,,,"1","12144"
"18/03/2026","SO4468","Invoiced",,,
,,,"Tiracamino Chimney Fan for Chimney Tops","1","12144"
"Total for SO4468",,,,"1","12144"
"22/06/2026","SO4675","Invoiced",,,
,,,"AT 12/12 SC - Single Unit","1","5624.06"
"Total for SO4675",,,,"1","5624.06"
"Total for Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies",,,,"3","29912.06"
"Minelog Supplies cc",,,,,
"07/05/2026","SO4570","Invoiced",,,
,,,"CF9 - 4' CARTRIDGE","1","1616"
,,,"FL 9 4 FILTER","1","4828"
"Total for SO4570",,,,"2","6444"
"15/05/2026","SO4590","Invoiced",,,
,,,"CF9 - 4' CARTRIDGE","2","3232"
,,,"FL 9 4 FILTER","2","9656"
"Total for SO4590",,,,"4","12888"
"27/07/2026","SO4772","Pending",,,
,,,"MAJAX-2 315 c/w 0,55KW 4P 380V","1","6307"
,,,"315 Diam Silencer 1.5D Podded","2","3490"
,,,"315 Diam Counter Flange","2","424"
,,,"315 Diam Mounting Feet","4","548"
"Total for SO4772",,,,"9","10769"
"Total for Minelog Supplies cc",,,,"15","30101"
"Mpumalanga Duct Shop cc",,,,,
"14/07/2026","SO4732","Pending",,,
,,,"c/w 5.5 kW 4 Pole 380 V","2","59596"
,,,"900 Diam Counter Flange","4","2552.4"
"Total for SO4732",,,,"6","62148.4"
"Total for Mpumalanga Duct Shop cc",,,,"6","62148.4"
"NWK LTD",,,,,
"23/03/2026","SO4474","Invoiced",,,
,,,"CMA-325-2M","3","39120"
"Total for SO4474",,,,"3","39120"
"28/07/2026","SO4776","Pending",,,
,,,"MAJAX-2 630-20-D-4 c/w 5,5KW 2P 400V Spark Proof","1","30424"
,,,"630 Diam Silencer 1.5D Podded","1","11545"
"Total for SO4776",,,,"2","41969"
"29/07/2026","SO4781","Pending",,,
,,,"MAJAX-2 630-20-D-4 c/w 5,5KW 2P 400V Spark Proof","1","30424"
,,,"630 Diam Silencer 1.5D Podded","1","11545"
"Total for SO4781",,,,"2","41969"
"Total for NWK LTD",,,,"7","123058"
"Neobionomics Services Pty Ltd",,,,,
"03/06/2026","SO4635","Invoiced",,,
,,,"MAJAX-2 630 c/w 0,75KW 4P 380V","1","11922.69"
"Total for SO4635",,,,"1","11922.69"
"12/06/2026","SO4659","Invoiced",,,
,,,"BCC DIDW CENTRIFUGAL FAN c/w 7.5kW 4Pole Motor","1","28834"
"Total for SO4659",,,,"1","28834"
"29/07/2026","SO4780","Pending",,,
,,,"MAXFLO 710/150/10 A c/w 1,10KW 4P 380V","1","9346.79"
"Total for SO4780",,,,"1","9346.79"
"Total for Neobionomics Services Pty Ltd",,,,"3","50103.48"
"Nishac Industrial Suppliers",,,,,
"17/03/2026","SO4466","Invoiced",,,
,,,"KSB250 SILENT FAN","1","5652"
"Total for SO4466",,,,"1","5652"
"23/03/2026","SO4476","Invoiced",,,
,,,"LINEO 125 QUIET","1","3044"
"Total for SO4476",,,,"1","3044"
"Total for Nishac Industrial Suppliers",,,,"2","8696"
"Noble Motor and Control (Pty) Ltd",,,,,
"08/07/2026","SO4719","Invoiced",,,
,,,"HV1250 c/w 1.1Kw 450 rpm 380V - Dust Ignition Proof Zone 22.","1","19926"
"Total for SO4719",,,,"1","19926"
"Total for Noble Motor and Control (Pty) Ltd",,,,"1","19926"
"Nokolo Investments",,,,,
"29/07/2026","SO4782","Pending",,,
,,,"MAXFLO 315/150/10 A c/w 0,75KW 2P 380V","1","6360.25"
"Total for SO4782",,,,"1","6360.25"
"Total for Nokolo Investments",,,,"1","6360.25"
"Optimal Air CC",,,,,
"03/07/2026","SO4703","Invoiced",,,
,,,"MAXFLO 630/150/10 A c/w 3,00KW 4P 380V","1","10106.15"
,,,"630 Diam Counter Flange","2","886"
,,,"630 Diam Silencer 1.5D","1","2100"
"Total for SO4703",,,,"4","13092.15"
"07/07/2026","SO4708","Invoiced",,,
,,,"M 150 / 6","1","1454"
"Total for SO4708",,,,"1","1454"
"15/07/2026","SO4743","Invoiced",,,
,,,"MAXFLO 300/150/10 A c/w 0,55KW 2P 380V refurbish Fan","1","3970"
"Total for SO4743",,,,"1","3970"
"Total for Optimal Air CC",,,,"6","18516.15"
"Oribi Air CC",,,,,
"30/04/2026","SO4558","Invoiced",,,
,,,"KSB250 5.1.1","8","48912"
,,,"KSB 315 5.6.1","4","28680"
"Total for SO4558",,,,"12","77592"
"27/07/2026","SO4770","Pending",,,
,,,"KSB250 5.1.1","8","48912"
,,,"KSB 315 5.6.1","4","28680"
"Total for SO4770",,,,"12","77592"
"Total for Oribi Air CC",,,,"24","155184"
"Orion Real Estate (Pty) Ltd",,,,,
"14/04/2026","SO4523","Invoiced",,,
,,,"HJBM.PLUS.45.T4 - 0.55kw","2","0"
"Total for SO4523",,,,"2","0"
"Total for Orion Real Estate (Pty) Ltd",,,,"2","0"
"Oscar",,,,,
"15/05/2026","SO4591","Invoiced",,,
,,,"RAD 250","1","2306"
"Total for SO4591",,,,"1","2306"
"02/06/2026","SO4632","Invoiced",,,
,,,"RAD 250","1","2306"
"Total for SO4632",,,,"1","2306"
"Total for Oscar",,,,"2","4612"
"Phibeon",,,,,
"05/06/2026","SO4640","Invoiced",,,
,,,"MPB 35 2.2KW 380V","1","31980"
"Total for SO4640",,,,"1","31980"
"Total for Phibeon",,,,"1","31980"
"Pinnacle Airconditioning",,,,,
"12/03/2026","SO4449","Invoiced",,,
,,,"KDAXIS 200","1","1586"
"Total for SO4449",,,,"1","1586"
"04/05/2026","SO4560","Invoiced",,,
,,,"120/150 Wall Fixed Grills","10","1050"
"Total for SO4560",,,,"10","1050"
"04/05/2026","SO4561","Invoiced",,,
,,,"LINEO 150","1","2778"
"Total for SO4561",,,,"1","2778"
"26/05/2026","SO4616","Invoiced",,,
,,,"LINEO 150","1","2778"
,,,"LINEO 100 VO","1","2464"
"Total for SO4616",,,,"2","5242"
"Total for Pinnacle Airconditioning",,,,"14","10656"
"Premium Kitchens",,,,,
"20/07/2026","SO4754","Invoiced",,,
,,,"Tiracamino Chimney Fan for Chimney Tops","1","11817"
"Total for SO4754",,,,"1","11817"
"Total for Premium Kitchens",,,,"1","11817"
"RAC Suppliers Pty Ltd",,,,,
"19/06/2026","SO4671","Invoiced",,,
,,,"HC-35-4M/H","1","7640"
"Total for SO4671",,,,"1","7640"
"Total for RAC Suppliers Pty Ltd",,,,"1","7640"
"RG JACK & SON",,,,,
"25/06/2026","SO4685","Invoiced",,,
,,,"VFC 355/300 c/w 300W 230V MOTOR","1","10449"
,,,"Delivery","1","765"
"Total for SO4685",,,,"2","11214"
"Total for RG JACK & SON",,,,"2","11214"
"RTS Africa Engineering (Pty) Ltd",,,,,
"23/03/2026","SO4475","Invoiced",,,
,,,"MAJAX 400 c/w 0.75kW 2Pole 380V","2","22576"
,,,"Data Book","2","7986"
,,,"400 Diam Side Screen","2","654"
"Total for SO4475",,,,"6","31216"
"23/07/2026","SO4759","Pending",,,
,,,"MAJAX 1000 c/w 9.2KW 4Pole 400V","1","43793"
,,,"Fan QCP","1","3993"
,,,"MAXFLO 315/150/10 A c/w 0.37kW 2Pole 400V","1","10766.7"
,,,"Fan QCP","1","3993"
,,,"315 Screen","1","355"
,,,"1000 1.5D Podded Attenuator","1","11978"
,,,"MAJAX 560 c/w 4KW 2Pole 400V","1","21973"
,,,"Fan QCP","1","3993"
,,,"Majax 315 c/w 0.37kW 2 Pole 400V","1","10767"
,,,"Fan QCP","1","3993"
,,,"315 Screen","1","355"
,,,"560 1.5D Podded Attenuator","1","5065"
"Total for SO4759",,,,"12","121024.7"
"27/07/2026","SO4767","Pending",,,
,,,"MAJAX 400 c/w 0.75kW 2Pole 380V","2","22576"
,,,"Data Book","2","7986"
,,,"400 Diam Side Screen","2","654"
"Total for SO4767",,,,"6","31216"
"Total for RTS Africa Engineering (Pty) Ltd",,,,"24","183456.7"
"Rand Refinery (Pty) Ltd",,,,,
"01/06/2026","SO4626","Invoiced",,,
,,,"MAXFLO 500/150/10 A c/w 4,00KW 2P 380V","4","61734.4"
"Total for SO4626",,,,"4","61734.4"
"02/07/2026","SO4702","Invoiced",,,
,,,"MAXFLO 500/150/10 A c/w 4,00KW 2P 380V","4","61734.4"
"Total for SO4702",,,,"4","61734.4"
"Total for Rand Refinery (Pty) Ltd",,,,"8","123468.8"
"Rehrco",,,,,
"08/04/2026","SO4508","Invoiced",,,
,,,"CMA-528-2M - 1.5 230V","1","21932.91"
"Total for SO4508",,,,"1","21932.91"
"Total for Rehrco",,,,"1","21932.91"
"Right Price Airconditioning (Pty) Ltd",,,,,
"07/07/2026","SO4710","Invoiced",,,
,,,"DD 10/8 - 6M0312 - 245W 6P 220V - 1Ph","1","5690"
"Total for SO4710",,,,"1","5690"
"Total for Right Price Airconditioning (Pty) Ltd",,,,"1","5690"
"Robhart Solutions & Projects (Pty) Ltd",,,,,
"20/05/2026","SO4600","Invoiced",,,
,,,"HV 12.5 c/w 1.1kw 450rpm 220V","1","13998"
"Total for SO4600",,,,"1","13998"
"Total for Robhart Solutions & Projects (Pty) Ltd",,,,"1","13998"
"Robust Ventilation Systems",,,,,
"20/03/2026","SO4471","Invoiced",,,
,,,"SPARE IMPELLER 710 9 BLADED - ALUMINIUM","1","2400"
"Total for SO4471",,,,"1","2400"
"03/07/2026","SO4701","Invoiced",,,
,,,"M 120 / 5 A","1","737"
,,,"120/150 Wall Fixed Grills","1","105"
"Total for SO4701",,,,"2","842"
"Total for Robust Ventilation Systems",,,,"3","3242"
"Roodekrans Electrical Solutions",,,,,
"22/06/2026","SO4673","Invoiced",,,
,,,"Tiracamino Chimney Fan for Chimney Tops","1","15625"
"Total for SO4673",,,,"1","15625"
"Total for Roodekrans Electrical Solutions",,,,"1","15625"
"Roto Tank",,,,,
"12/05/2026","SO4580","Invoiced",,,
,,,"CMP 616 2M","1","8925"
"Total for SO4580",,,,"1","8925"
"Total for Roto Tank",,,,"1","8925"
"ST AIR SERVICES AND MAINTENANCE (PTY) LTD",,,,,
"16/03/2026","SO4460","Invoiced",,,
,,,"MG 120/5 LL T","1","1437"
"Total for SO4460",,,,"1","1437"
"18/03/2026","SO4467","Invoiced",,,
,,,"MFO 120/5","1","0"
"Total for SO4467",,,,"1","0"
"24/03/2026","SO4479","Invoiced",,,
,,,"Fumax 1000.32.F. c/w 7.5 kW 4 Pole 380 V Motor (SEF 10)","1","39827"
,,,"Majax Inlet Cone c/w Screen","1","4371"
,,,"1000 Diam Counter Flange","1","777"
,,,"1000 Diam Mounting Feet","2","1736"
,,,"630 to 1000 NDB GREEN Neoprene Floor Mounts","4","600"
"Total for SO4479",,,,"9","47311"
"25/03/2026","SO4484","Invoiced",,,
,,,"Spring Mount H 1-200Black - for (Fumax 1000 7.5Kw 4P 380V)","36","10080"
,,,"Spring Mount H 1-125Red - for (Fumax 800 4KW 4P 380V)","16","4000"
,,,"Spring Mount H 1-310Yellow - for (Fumax 1000 22KW 4P 380V)","8","2240"
"Total for SO4484",,,,"60","16320"
"26/03/2026","SO4485","Invoiced",,,
,,,"Fumax 1000.32.F. c/w 7.5 kW 4 Pole 380 V Motor (SEF 10)","3","119481"
,,,"Majax Inlet Cone c/w Screen","3","13113"
,,,"1000 Diam Counter Flange","3","2331"
,,,"1000 Diam Mounting Feet","6","5208"
,,,"Spring Mount H 1-200Black","12","3360"
"Total for SO4485",,,,"27","143493"
"17/06/2026","SO4666","Invoiced",,,
,,,"FUMAX 500.20.C.8 c/w 4kW 2P 380V","6","115291.2"
,,,"500 Diam Counter Flange","12","3648"
,,,"500 Diam Mounting Feet","12","2790"
,,,"315 to 560 NDA RED ANeoprene Floor Mounts","24","1560"
,,,"500 mm Inlet Cone & Screen","6","6750"
"Total for SO4666",,,,"60","130039.2"
"17/06/2026","SO4668","Invoiced",,,
,,,"LINEO 200 QUIET(LV3 - EAF-1)","1","4895"
,,,"200 Diam Tube Silencer 600L","2","1632"
,,,"LINEO 250 QUIET(LV3 - FAF-1)","1","9903"
,,,"250 Diam Tube Silencer 600L","2","1900"
,,,"LINEO 315 QUIET(LV3 - FAF-2)","1","12211"
,,,"315 Diam Tube Silencer 600L","2","2080"
,,,"LINEO 200 QUIET","1","4895"
,,,"200 Diam Tube Silencer 600L","2","1632"
,,,"LINEO 200 QUIET","1","4895"
,,,"200 Diam Tube Silencer 600L","2","1632"
"Total for SO4668",,,,"15","45675"
"19/06/2026","SO4670","Invoiced",,,
,,,"LINEO 315 QUIET (FAF 1 & 2)","2","24422"
,,,"315 Diam Tube Silencer 600L","4","4160"
,,,"NEOSILENT 200 3V (FAF 3)","1","4895"
,,,"200 Diam Tube Silencer 600L","2","1632"
,,,"LINEO 250 QUIET (FAF 4 - OPTION 02)","1","9903"
,,,"250 Diam Tube Silencer 600L","2","1900"
,,,"LINEO 250 QUIET (EAF 1)","1","9903"
,,,"250 Diam Tube Silencer 600L","2","1900"
"Total for SO4670",,,,"15","58715"
"09/07/2026","SO4721","Invoiced",,,
,,,"LINEO 250 QUIET","2","18228.24"
,,,"250 Diam Tube Silencer 600L","4","3007"
,,,"LINEO 315 QUIET","3","35534.01"
,,,"315 Diam Tube Silencer 600L","6","5144.88"
"Total for SO4721",,,,"15","61914.13"
"09/07/2026","SO4723","Invoiced",,,
,,,"CE200","11","4290"
"Total for SO4723",,,,"11","4290"
"10/07/2026","SO4727","Invoiced",,,
,,,"MAXFLO 710/250/14 A c/w 3,00KW 4P 380V","1","6359"
"Total for SO4727",,,,"1","6359"
"Total for ST AIR SERVICES AND MAINTENANCE (PTY) LTD",,,,"215","515553.33"
"Setati Sol",,,,,
"01/06/2026","SO4629","Invoiced",,,
,,,"KDAXIS 300","12","21240"
,,,"KDAXIS 200","16","20304"
"Total for SO4629",,,,"28","41544"
"09/06/2026","SO4652","Invoiced",,,
,,,"MAXFLO 500/150/10 A c/w 0,25KW 4P 380V","1","6772.02"
,,,"500 Diam Melinex Silencer 1.5D Podded","2","6818"
,,,"500 Diam Counter Flange","2","639"
,,,"500 Diam Mounting Feet","4","889.2"
,,,"315 to 560 NDA RED ANeoprene Floor Mounts","8","520"
,,,"KDAXIS 200","13","16497"
,,,"KDAXIS 250","3","3807"
,,,"KDAXIS 300","9","15930"
,,,"KDAXIS 350","3","5310"
"Total for SO4652",,,,"45","57182.22"
"03/07/2026","SO4705","Invoiced",,,
,,,"MAXFLO 500/150/10 A c/w 0,25KW 4P 380V","1","6772.02"
,,,"500 Diam Melinex Silencer 1.5D Podded","2","6818"
,,,"500 Diam Counter Flange","2","639"
,,,"500 Diam Mounting Feet","4","889.2"
,,,"315 to 560 NDA RED ANeoprene Floor Mounts","8","520"
"Total for SO4705",,,,"17","15638.22"
"08/07/2026","SO4715","Invoiced",,,
,,,"V 150/6 ARI","19","64372"
,,,"V 150/6 ARI LL S","9","30492"
"Total for SO4715",,,,"28","94864"
"Total for Setati Sol",,,,"118","209228.44"
"Shonisani Rambau Construction",,,,,
"07/05/2026","SO4571","Invoiced",,,
,,,"c/w 1.5 kW 6 Pole 380 V Motor w/ Bird Screen","1","21661"
"Total for SO4571",,,,"1","21661"
"Total for Shonisani Rambau Construction",,,,"1","21661"
"Shoprite Checkers (Pty) Ltd",,,,,
"23/04/2026","SO4542","Invoiced",,,
,,,"Tiracamino Chimney Fan for Chimney Tops","1","13972"
"Total for SO4542",,,,"1","13972"
"Total for Shoprite Checkers (Pty) Ltd",,,,"1","13972"
"Singita Management Company (Pty) Ltd.",,,,,
"03/03/2026","SO4422","Invoiced",,,
,,,"Tiracamino Chimney Fan for Chimney Tops","2","27943.52"
"Total for SO4422",,,,"2","27943.52"
"Total for Singita Management Company (Pty) Ltd.",,,,"2","27943.52"
"Smartech Woman (Pty) Ltd",,,,,
"17/06/2026","SO4667","Invoiced",,,
,,,"RB 7-1.0 c/w 0.75 2P 380v","1","19570.19"
"Total for SO4667",,,,"1","19570.19"
"Total for Smartech Woman (Pty) Ltd",,,,"1","19570.19"
"Sulit Projects",,,,,
"29/04/2026","SO4549","Invoiced",,,
,,,"RAD 125","1","1368"
"Total for SO4549",,,,"1","1368"
"04/06/2026","SO4638","Invoiced",,,
,,,"CE 250","6","2880"
"Total for SO4638",,,,"6","2880"
"11/06/2026","SO4658","Invoiced",,,
,,,"CE 250","2","960"
"Total for SO4658",,,,"2","960"
"Total for Sulit Projects",,,,"9","5208"
"Swannie",,,,,
"26/03/2026","SO4488","Invoiced",,,
,,,"TIRACANO","1","0"
"Total for SO4488",,,,"1","0"
"Total for Swannie",,,,"1","0"
"Systeco Fabrication (Pty) Ltd",,,,,
"08/07/2026","SO4718","Invoiced",,,
,,,"MAJAX-3 400 c/w 0,55KW 2P 380V","1","7341"
"Total for SO4718",,,,"1","7341"
"Total for Systeco Fabrication (Pty) Ltd",,,,"1","7341"
"Systemair (Pty) Ltd",,,,,
"11/05/2026","SO4576","Invoiced",,,
,,,"Tiracamino Chimney Fan for Chimney Tops","1","13972"
"Total for SO4576",,,,"1","13972"
"Total for Systemair (Pty) Ltd",,,,"1","13972"
"TESLA COMMS",,,,,
"31/03/2026","SO4597","Invoiced",,,
,,,"MAXFLO 630/250/14 A c/w 1,50KW 4P 380V (EAF01 - Admin Roof Level Fan)","1","10255"
,,,"630 Diam Silencer 1.5D Podded","2","7838"
,,,"630 Diam Counter Flange","2","886"
,,,"630 Diam Mounting Feet","4","1040"
,,,"630 to 1000 NDB GREEN Neoprene Floor Mounts","8","1040"
,,,"MAXFLO 630/250/14 A c/w 0,75KW 4P 380V (FAF02 - Admin Roof Level Fan)","1","9539"
,,,"630 Diam Silencer 1.5D Podded","2","7838"
,,,"630 Diam Counter Flange","2","886"
,,,"630 Diam Mounting Feet","4","1040"
,,,"630 to 1000 NDB GREEN Neoprene Floor Mounts","8","1040"
,,,"LINEO 315 (EAF01 - Admin Mezzanine Fan)","1","7533"
,,,"315 Diam Tube Silencer 600L","2","2400"
,,,"MAXFLO 315/150/10 A c/w 0,55KW 2P 380V (EAF02 - Admin Mezzanine Fan)","1","8341"
,,,"315 Diam Silencer 1.5D Podded","2","3490"
,,,"315 Diam Counter Flange","2","500"
,,,"315 Diam Mounting Feet","4","760"
,,,"315 to 560 NDA RED ANeoprene Floor Mounts","8","1040"
"Total for SO4597",,,,"54","65466"
"25/06/2026","SO4683","Overdue",,,
,,,"MAJAX-3 630 c/w 1,50KW 4P 230V","2","22310"
,,,"630 Diam Silencer 1.5D Podded","4","15676"
,,,"630 Diam Counter Flange","4","1772"
,,,"630 Diam Mounting Feet","8","2080"
,,,"630 to 1000 NDB GREEN Neoprene Floor Mounts","16","2080"
,,,"MAJAX-3 560 c/w 1,50KW 4P 230V","3","31392"
,,,"560 Diam Silencer 1.5D Podded","6","20454"
,,,"560 Diam Counter Flange","6","2382"
,,,"560 Diam Mounting Feet","12","3108"
,,,"315 to 560 NDA RED ANeoprene Floor Mounts","24","3120"
,,,"MAXFLO 710/250/14 A c/w 1,10KW 4P 380V","1","10129"
,,,"710 Diam Silencer 1.5D Podded","2","9598"
,,,"710 Diam Counter Flange","2","1002"
,,,"710 Diam Mounting Feet","4","1648"
,,,"630 to 1000 NDB GREEN Neoprene Floor Mounts","8","1040"
,,,"710 Diam Counter Flange","1","501"
,,,"630 Diam Counter Flange","1","443"
"Total for SO4683",,,,"104","128735"
"Total for TESLA COMMS",,,,"158","194201"
"TS TELEKI T/A VENT SYSTEM AND PROJECTS",,,,,
"12/03/2026","SO4451","Invoiced",,,
,,,"400 Diam Counter Flange - Ungalvanised","8","975.2"
"Total for SO4451",,,,"8","975.2"
"Total for TS TELEKI T/A VENT SYSTEM AND PROJECTS",,,,"8","975.2"
"Techmo Property Services",,,,,
"28/07/2026","SO4777","Invoiced",,,
,,,"LINEO 200","1","3691.4"
,,,"200 Diam Tube Silencer 600L","2","1492.2"
,,,"LINEO 315","1","6606.45"
,,,"315 Diam Tube Silencer 600L","2","1901.36"
"Total for SO4777",,,,"6","13691.41"
"Total for Techmo Property Services",,,,"6","13691.41"
"TechnoMobile cc",,,,,
"15/07/2026","SO4740","Invoiced",,,
,,,"MAXFLO 500/150/10 P c/w 0,75KW 4P 380V","2","14395.54"
,,,"500 Diam Silencer 1.5D Podded","2","5272"
,,,"500 Diam Counter Flange","2","710"
,,,"500 Diam Mounting Feet","6","1482"
,,,"315 Diam horizontal discharge unit","5","5945.7"
,,,"500 Diam Horizontal Discharge Unit","2","2640"
"Total for SO4740",,,,"19","30445.24"
"Total for TechnoMobile cc",,,,"19","30445.24"
"The Gray Goat",,,,,
"15/04/2026","SO4526","Invoiced",,,
,,,"MAXFLO 315/150/10 A c/w 0.25kW 4P 380V","1","5896"
"Total for SO4526",,,,"1","5896"
"Total for The Gray Goat",,,,"1","5896"
"The Pekay Group (pty)Ltd",,,,,
"10/03/2026","SO4438","Invoiced",,,
,,,"CPV 1020 4T","1","20493"
"Total for SO4438",,,,"1","20493"
"08/04/2026","SO4511","Invoiced",,,
,,,"CPV/ATEX-1325-2T/2G Ex db","1","41726"
"Total for SO4511",,,,"1","41726"
"Total for The Pekay Group (pty)Ltd",,,,"2","62219"
"Thermocool (Pvt) Ltd",,,,,
"01/06/2026","SO4630","Invoiced",,,
,,,"LINEO 315 QUIET","1","12986"
,,,"LINEO 125 QUIET","2","5944"
"Total for SO4630",,,,"3","18930"
"Total for Thermocool (Pvt) Ltd",,,,"3","18930"
"Triomphant Pty Ltd",,,,,
"02/07/2026","SO4699","Invoiced",,,
,,,"MAJAX-3 630 c/w 0,55KW 6P 380V","1","10959"
,,,"630 Diam Counter Flange","2","886"
,,,"630 Diam Mounting Feet","2","520"
,,,"MAJAX-3 560 c/w 0,37KW 4P 380V","1","8953"
,,,"560 Diam Counter Flange","2","794"
,,,"560 Diam Mounting Feet","2","518"
,,,"To Blomfonfontan","1","1800"
"Total for SO4699",,,,"11","24430"
"Total for Triomphant Pty Ltd",,,,"11","24430"
"Umoyo Laboratory Extraction Technologies",,,,,
"27/07/2026","SO4769","Overdue",,,
,,,"E 354 T ATEX II 2G/D h T3/125 X Gb/Db","1","12821"
,,,"Louvre Shutter","1","2153"
,,,"KDAXIS 250","1","1346"
,,,"Louvre Shutter","1","1834"
"Total for SO4769",,,,"4","18154"
"Total for Umoyo Laboratory Extraction Technologies",,,,"4","18154"
"VIP SUPERMERCARDO LIMITADA",,,,,
"10/03/2026","SO4442","Invoiced",,,
,,,"VP 150K","2","6626"
"Total for SO4442",,,,"2","6626"
"Total for VIP SUPERMERCARDO LIMITADA",,,,"2","6626"
"VKB Landbou(EDMS)BPK/VKB Landbou(PTY)Ltd",,,,,
"26/05/2026","SO4617","Invoiced",,,
,,,"HCD 35 4M","1","4592"
,,,"400x400mm Weather Louver NS","1","961"
"Total for SO4617",,,,"2","5553"
"Total for VKB Landbou(EDMS)BPK/VKB Landbou(PTY)Ltd",,,,"2","5553"
"VOLTEX THOHOYANDOU",,,,,
"09/06/2026","SO4654","Invoiced",,,
,,,"WEF-FBD 20-4 Black Louver","1","1365.52"
"Total for SO4654",,,,"1","1365.52"
"29/06/2026","SO4695","Invoiced",,,
,,,"KSA-450-4K-T-380V","1","4807"
"Total for SO4695",,,,"1","4807"
"21/07/2026","SO4757","Invoiced",,,
,,,"GOODS RETURNED HANDLING FEE - CHARGED AT 15% - (200 Diam plate Fan)","1","204.83"
"Total for SO4757",,,,"1","204.83"
"Total for VOLTEX THOHOYANDOU",,,,"3","6377.35"
"VOLTEX THOHOYANDOU.",,,,,
"03/03/2026","SO4425","Invoiced",,,
,,,"RAD 100","16","22080"
,,,"100 Diam Tube Silencer 600L","32","16640"
,,,"10M ALUMINIUM CORE ONLY 100 DIA","16","5040"
,,,"100MM METAL EXTRACT VALVE","16","2720"
,,,"WEATHER LOUVRE 200*200 NS NA","16","11360"
,,,"RABOX TO FIT ABOVE WL 200*200 + 100 SPIGOT","16","4160"
"Total for SO4425",,,,"112","62000"
"30/03/2026","SO4495","Invoiced",,,
,,,"GOODS RETURNED HANDLING FEE - CHARGED AT 15% (RAD 200)","8","2916"
,,,"GOODS RETURNED HANDLING FEE - CHARGED AT 15% (200 Tube silencer)","12","1387.8"
"Total for SO4495",,,,"20","4303.8"
"30/03/2026","SO4496","Invoiced",,,
,,,"GOODS RETURNED HANDLING FEE - CHARGED AT 15% ( 100 Diam Tube silencer)","16","1248"
"Total for SO4496",,,,"16","1248"
"Total for VOLTEX THOHOYANDOU.",,,,"148","67551.8"
"VRH Power (Pty) Ltd",,,,,
"03/06/2026","SO4636","Invoiced",,,
,,,"c/w 0.55 kW 4 Pole 380 (Spark Proof)","1","14357"
,,,"Bird Screen","1","1765"
"Total for SO4636",,,,"2","16122"
"Total for VRH Power (Pty) Ltd",,,,"2","16122"
"Venwood and Baker Electrical (Pty) Ltd",,,,,
"13/03/2026","SO4455","Invoiced",,,
,,,"MAJAX-2 800 c/w 3,00KW 4P 525V","6","119310.66"
"Total for SO4455",,,,"6","119310.66"
"Total for Venwood and Baker Electrical (Pty) Ltd",,,,"6","119310.66"
"Vescotech (Pty) Ltd",,,,,
"24/07/2026","SO4765","Pending",,,
,,,"HCDF 40 - 4T - Flameproof","8","199224"
"Total for SO4765",,,,"8","199224"
