Item Movement Report
Fan Movement (Pty) Ltd,,,Start Date:,01/03/2020
12/06/2024,INV3075,Tax Invoice,Ventura Group (Pty) Ltd,-1.00
21/06/2024,INV3093,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-1.00
20/02/2025,INV3585,Tax Invoice,Jamarmic Pump and Valve Engineering (Pty) Ltd,-2.00
19/05/2025,INV3781,Tax Invoice,Phoenix Fans & Engineering (Pty) Ltd,-1.00
01/07/2025,INV3836,Tax Invoice,Prexoz (PTY) LTD,-2.00
28/10/2025,INV4145,Tax Invoice,Hucra Fans,-1.00
23/04/2026,INV4563,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
Total for Item:,6M0697 - DD 9/9 - 6M0697 - 300W 4P 220V - 1Ph,,,-5.00
6M06WA - DD9/9 4PIP - 370W
07/09/2023,Opening Balance,Opening Balance,,7.00
Total for Item:,6M06WA - DD9/9 4PIP - 370W,,,7.00
6mmEW - End Washer - 43mm OD and 6mm ID - Plated
01/08/2024,SIV2435,Supplier Invoice,Mafilisti Trading and Projects (Pty) Ltd,16.00
Total for Item:,6mmEW - End Washer - 43mm OD and 6mm ID - Plated,,,16.00
6N02R9 - DDM 9/9 - 6N02R9 - 550W 4P 220V-1Ph
17/10/2025,INV4103,Tax Invoice,Hucra Fans,-4.00
Total for Item:,6N02R9 - DDM 9/9 - 6N02R9 - 550W 4P 220V-1Ph,,,-4.00
6N02XF - DDM 10/10 E6G2503 1F 4P 1V
07/10/2025,SIV3424,Supplier Invoice,Regal Beloit Italy S.p.A - Nicotra .,10.00
Total for Item:,6N02XF - DDM 10/10 E6G2503 1F 4P 1V,,,10.00
6N0320 - DD 12/12 - 6N0320 - 1100W 6P 400V 3Ph
01/07/2025,INV3836,Tax Invoice,Prexoz (PTY) LTD,-1.00
11/12/2025,INV4291,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
10/02/2026,INV4373,Tax Invoice,Dawaila Group,-6.00
10/02/2026,INV4374,Tax Invoice,Dawaila Group,-5.00
18/02/2026,INV4402,Tax Invoice,Cape Fans (Pty) Ltd,-1.00
Total for Item:,6N0320 - DD 12/12 - 6N0320 - 1100W 6P 400V 3Ph,,,-14.00
6X4 HOT RUBBER CBK - 6X4 HOT RUBBER CBK
10/09/2024,SIV2526,Supplier Invoice,ABNER ELECTRICAL WHOLESALERS (PTY) LTD,10.00
Total for Item:,6X4 HOT RUBBER CBK - 6X4 HOT RUBBER CBK,,,10.00
7.523PM - 7.5kW 2P 380V Pad Mount Motor
21/11/2024,SIV2703,Supplier Invoice,ACTOM,2.00
12/12/2024,SIV2742,Supplier Invoice,Centrifab (Pty) Ltd,3.00
Total for Item:,7.523PM - 7.5kW 2P 380V Pad Mount Motor,,,5.00
7.52FM - 7.5KW 2P 400V FOOT
13/12/2024,SIV2752,Supplier Invoice,ACTOM,1.00
Total for Item:,7.52FM - 7.5KW 2P 400V FOOT,,,1.00
7.543FM - 7.5kW 4P 400V B3 Alum QL3 Foot Mount
08/01/2025,SIV2757,Supplier Invoice,ACTOM,1.00
18/08/2025,SIV3307,Supplier Invoice,ACTOM,3.00
18/08/2025,SIV3308,Supplier Invoice,ACTOM,2.00
Total for Item:,7.543FM - 7.5kW 4P 400V B3 Alum QL3 Foot Mount,,,6.00
7.543PM - 7.5kW 4P 380V Pad Mount Motor
18/09/2024,SIV2542,Supplier Invoice,ACTOM,2.00
25/11/2024,SIV2705,Supplier Invoice,ACTOM,1.00
23/01/2025,SIV2786,Supplier Invoice,ACTOM,1.00
08/04/2025,SIV2959,Supplier Invoice,ACTOM,1.00
29/04/2025,SIV3005,Supplier Invoice,ACTOM,1.00
07/05/2025,SIV3014,Supplier Invoice,ACTOM,1.00
20/06/2025,SIV3129,Supplier Invoice,ACTOM,1.00
02/07/2025,SIV3173,Supplier Invoice,ACTOM,1.00
03/07/2025,SIV3176,Supplier Invoice,ACTOM,1.00
19/02/2026,SIV3745,Supplier Invoice,ACTOM,2.00
Total for Item:,7.543PM - 7.5kW 4P 380V Pad Mount Motor,,,12.00
7.5kW - 4Pole 380V IE1 B3 Cast Iron Foot Mount
22/02/2024,SIV2199,Supplier Invoice,ACTOM,1.00
13/12/2024,INV3491,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
Total for Item:,7.5kW - 4Pole 380V IE1 B3 Cast Iron Foot Mount,,,0.00
7000034 - CDC 100 - 7000034 - CDC 100C
07/09/2023,INV2445,Tax Invoice,Maddox Adams International SA cc,-2.00
08/09/2023,,Adjustment,,16.00
29/02/2024,INV2863,Tax Invoice,Maddox Adams International SA cc,-2.00
30/09/2024,INV3298,Tax Invoice,Maddox Adams International SA cc,-2.00
31/01/2025,INV3539,Tax Invoice,Fans Maintenance and More (Pty) Ltd,-3.00
19/03/2025,INV3640,Tax Invoice,Sulit Projects,-1.00
Total for Item:,7000034 - CDC 100 - 7000034 - CDC 100C,,,6.00
7000037 - CDC 125 - 7000037 - CDC 125C
27/07/2023,INV2335,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
30/08/2023,INV2422,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-3.00
08/09/2023,,Adjustment,,9.00
13/03/2024,INV2891,Tax Invoice,Ducting SA,-2.00
27/03/2024,INV2927,Tax Invoice,SSD Industrial Supplies and Exports,-5.00
22/11/2024,INV3439,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-6.00
Total for Item:,7000037 - CDC 125 - 7000037 - CDC 125C,,,-8.00
7000043 - CDC 150 - 7000043 - CDC 150C
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-3.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-1.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-3.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
08/09/2023,,Adjustment,,20.00
15/03/2024,INV2894,Tax Invoice,Cape Fans (Pty) Ltd,-9.00
Total for Item:,7000043 - CDC 150 - 7000043 - CDC 150C,,,0.00
7000048 - CDC 160 - 7000048 - CDC160B
08/09/2023,,Adjustment,,27.00
21/09/2023,INV2476,Tax Invoice,Hucra Fans,-1.00
20/10/2023,INV2544,Tax Invoice,Ampair (Pty) Ltd,-1.00
25/10/2023,INV2560,Tax Invoice,Hucra Fans,-1.00
04/04/2024,INV2939,Tax Invoice,Luft Industries Natal (Pty) Ltd,-19.00
30/07/2024,INV3188,Tax Invoice,Hucra Fans,-1.00
24/10/2025,INV4135,Tax Invoice,Hucra Fans,-1.00
Total for Item:,7000048 - CDC 160 - 7000048 - CDC160B,,,3.00
7000053 - CDC 200/0.8 - 7000053 - CDC200A
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-3.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-1.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-1.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-1.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-1.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-1.00
27/07/2023,INV2335,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-3.00
16/08/2023,INV2371,Tax Invoice,Systematic Air cc,-1.00
08/09/2023,,Adjustment,,17.00
21/09/2023,INV2479,Tax Invoice,Air Speration (Pty) Ltd,-1.00
29/09/2023,INV2499,Tax Invoice,MK Technical Services (PTY) LTD,-1.00
Total for Item:,7000053 - CDC 200/0.8 - 7000053 - CDC200A,,,3.00
7000057 - CDC 200/0.8 - 7000057 - CDC200B
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-1.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
27/07/2023,INV2335,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
28/07/2023,INV2342,Tax Invoice,Hucra Fans,-1.00
08/09/2023,,Adjustment,,5.00
Total for Item:,7000057 - CDC 200/0.8 - 7000057 - CDC200B,,,0.00
7000067 - CDC315 - 7000067 - CDC315B
16/11/2023,INV2623,Tax Invoice,D-Teq Air (Pty) Ltd,-1.00
07/12/2023,SIV2100,Supplier Invoice,Luft Industries Natal (Pty) Ltd,3.00
Total for Item:,7000067 - CDC315 - 7000067 - CDC315B,,,2.00
7000072 - CDC315 - 7000072 - CDC315C
27/07/2023,INV2335,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
30/08/2023,INV2422,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-2.00
08/09/2023,,Adjustment,,11.00
28/09/2023,INV2492,Tax Invoice,Imbewenhle Airconditioning & Refrigeration,-1.00
27/10/2023,INV2567,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-1.00
03/11/2023,INV2591,Tax Invoice,Artecube,-1.00
Total for Item:,7000072 - CDC315 - 7000072 - CDC315C,,,5.00
7000073 - LT6 - 6Amps
14/07/2023,INV2299,Tax Invoice,Hucra Fans,-1.00
27/07/2023,INV2335,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-6.00
08/09/2023,,Adjustment,,15.00
11/06/2024,INV3074,Tax Invoice,Hucra Fans,-1.00
19/07/2024,INV3157,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-1.00
10/02/2026,INV4373,Tax Invoice,Dawaila Group,-6.00
10/02/2026,INV4374,Tax Invoice,Dawaila Group,-5.00
Total for Item:,7000073 - LT6 - 6Amps,,,-5.00
7000074 - LT10 - 10 Amps
18/08/2023,INV2381,Tax Invoice,Naudens Dust Technologies (Pty) Ltd,-1.00
08/09/2023,,Adjustment,,22.00
Total for Item:,7000074 - LT10 - 10 Amps,,,21.00
71 FR 13.8 - 71 Motor frame - 13.8 mm OD spacer
19/06/2024,SIV2322,Supplier Invoice,Hulmak Engineering cc,25.00
23/09/2024,SIV2552,Supplier Invoice,Hulmak Engineering cc,26.00
Total for Item:,71 FR 13.8 - 71 Motor frame - 13.8 mm OD spacer,,,51.00
710 B - Blades
04/06/2025,SIV3108,Supplier Invoice,Centrifab (Pty) Ltd,80.00
05/06/2025,INV3790,Tax Invoice,Sascom Maintenance Services CC,-80.00
Total for Item:,710 B - Blades,,,0.00
710 SI - Spare Impeller
21/03/2025,SIV2934,Supplier Invoice,Luft Industries Natal (Pty) Ltd,1.00
10/04/2025,SIV2970,Supplier Invoice,Luft Industries Natal (Pty) Ltd,1.00
Total for Item:,710 SI - Spare Impeller,,,2.00
710/150/10 SI - Spare Impeller (710mm 'B' 150A10AR 28mm 100Frame 37 DEG - FM3173
10/06/2025,SIV3117,Supplier Invoice,Luft Industries Natal (Pty) Ltd,1.00
10/06/2025,SIV3117,Supplier Invoice,Luft Industries Natal (Pty) Ltd,1.00
10/06/2025,SIV3117,Supplier Invoice,Luft Industries Natal (Pty) Ltd,1.00
12/06/2025,SIV3123,Supplier Invoice,Luft Industries Natal (Pty) Ltd,2.00
Total for Item:,710/150/10 SI - Spare Impeller (710mm 'B' 150A10AR 28mm 100Frame 37 DEG - FM3173,,,5.00
710CF - 710 Diam Counter Flange
24/08/2021,Opening Balance,Opening Balance,,2.00
28/09/2021,INV0000112,Tax Invoice,Airgro (Pty) Ltd,-2.00
28/09/2021,SIV1012,Supplier Invoice,Air Speration,2.00
27/10/2022,INV1760,Tax Invoice,Intervent-Universal (Pty) Ltd,-2.00
13/06/2023,SIV1751,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
26/06/2023,SIV1782,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
29/06/2023,INV2260,Tax Invoice,PM Group (T) Ltd,-4.00
30/06/2023,INV2263,Tax Invoice,Ducting SA,-2.00
19/10/2023,SIV1988,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
25/10/2023,SIV2000,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
27/10/2023,INV2566,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
15/11/2023,INV2613,Tax Invoice,Antojam Technical & Supply Co. Itd,-2.00
15/11/2023,INV2613,Tax Invoice,Antojam Technical & Supply Co. Itd,-2.00
25/01/2024,SIV2146,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
12/02/2024,SIV2175,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
12/02/2024,INV2806,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
12/02/2024,INV2806,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
14/02/2024,INV2819,Tax Invoice,Enviroware Construction (Pty) Ltd,-2.00
14/02/2024,SIV2189,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
08/04/2024,INV2947,Tax Invoice,Machinery & Equipment Ltd,-2.00
30/04/2024,SIV2273,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
11/06/2024,SIV2306,Supplier Invoice,Attenu-Tec HVAC Parts,5.00
13/06/2024,INV3078,Tax Invoice,St. Air Projects and Engineering (Pty) Ltd,-5.00
26/06/2024,SIV2333,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
26/06/2024,SIV2338,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
27/06/2024,INV3100,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
27/06/2024,INV3101,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
28/06/2024,INV3110,Tax Invoice,Aircycle Engineering CC,-4.00
05/07/2024,SIV2357,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
12/07/2024,SIV2371,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
18/07/2024,INV3149,Tax Invoice,Compu Cool (Pty) Ltd,-2.00
23/07/2024,SIV2408,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
29/07/2024,INV3180,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-4.00
12/08/2024,SIV2452,Supplier Invoice,Attenu-Tec HVAC Parts,6.00
12/08/2024,SIV2453,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
13/08/2024,INV3208,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-6.00
23/08/2024,INV3230,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
19/09/2024,INV3280,Tax Invoice,Butec,-2.00
19/09/2024,INV3280,Tax Invoice,Butec,-2.00
20/09/2024,SIV2549,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
08/10/2024,SIV2577,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
08/10/2024,SIV2580,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
08/10/2024,SIV2582,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
09/10/2024,INV3321,Tax Invoice,D-Teq Air (Pty) Ltd,-2.00
15/10/2024,INV3335,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-2.00
17/10/2024,INV3343,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
20/11/2024,SIV2695,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
22/11/2024,INV3437,Tax Invoice,Butec,-2.00
22/11/2024,INV3437,Tax Invoice,Butec,-2.00
12/12/2024,INV3486,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
30/01/2025,INV3541,Tax Invoice,Vortron System Mauritius Ltd,-2.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
04/03/2025,SIV2854,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,6.00
10/03/2025,SIV2888,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,12.00
19/03/2025,INV3641,Tax Invoice,Sulit Projects,-2.00
26/03/2025,INV3654,Tax Invoice,HVAC PARTNERS PTY LTD,-2.00
26/03/2025,CRN1053,Credit Note,HVAC PARTNERS PTY LTD,2.00
26/03/2025,INV4022,Tax Invoice,MEPF AND AKANI PROPERTIES JOINT VENTURE,-2.00
26/03/2025,CRN1063,Credit Note,MEPF AND AKANI PROPERTIES JOINT VENTURE,2.00
31/03/2025,INV3663,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
11/04/2025,INV3687,Tax Invoice,Sesbuyile Projects & Maintenance cc,-2.00
15/04/2025,INV3693,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-4.00
06/05/2025,SIV3018,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,12.00
22/05/2025,INV3765,Tax Invoice,Butec,-2.00
28/05/2025,INV3771,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
17/06/2025,INV3802,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
17/06/2025,SIV3459,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,36.00
18/09/2025,INV4018,Tax Invoice,Butec,-4.00
08/10/2025,INV4071,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
13/10/2025,INV4082,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
13/10/2025,INV4082,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
13/10/2025,INV4082,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
13/10/2025,INV4082,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
13/10/2025,SIV3498,Supplier Invoice,Attenu-Tec HVAC Parts,12.00
17/10/2025,INV4098,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
17/10/2025,INV4098,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
17/10/2025,CRN1058,Credit Note,Chabo & Joubert Air Conditioning (Pty) Ltd,2.00
17/10/2025,CRN1058,Credit Note,Chabo & Joubert Air Conditioning (Pty) Ltd,2.00
17/10/2025,INV4207,Tax Invoice,CHABO AND JOUBERT AIR CONDITIONING HOLDINGS (PTY) LTD,-2.00
17/10/2025,INV4207,Tax Invoice,CHABO AND JOUBERT AIR CONDITIONING HOLDINGS (PTY) LTD,-2.00
28/10/2025,INV4142,Tax Invoice,Compre Air (Pty) Ltd,-2.00
11/11/2025,SIV3630,Supplier Invoice,ULTIMATENG (PTY) LTD,24.00
27/11/2025,INV4245,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
27/11/2025,INV4245,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
26/01/2026,INV4330,Tax Invoice,CHABO AND JOUBERT AIR CONDITIONING HOLDINGS (PTY) LTD,-4.00
12/02/2026,INV4384,Tax Invoice,ZEFS More Vision,-1.00
25/03/2026,INV4510,Tax Invoice,Rey & Lenferna Ltd,-2.00
23/04/2026,INV4561,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
Total for Item:,710CF - 710 Diam Counter Flange,,,43.00
710CFUG - 710 Diam Counter Flange Ungalvanised
23/01/2026,SIV3716,Supplier Invoice,ULTIMATENG (PTY) LTD,18.00
Total for Item:,710CFUG - 710 Diam Counter Flange Ungalvanised,,,18.00
710FC - 710 Diam Flexible Connection
25/10/2023,SIV2000,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
15/11/2023,INV2613,Tax Invoice,Antojam Technical & Supply Co. Itd,-1.00
15/11/2023,INV2613,Tax Invoice,Antojam Technical & Supply Co. Itd,-1.00
14/10/2025,INV4089,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
14/10/2025,INV4089,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
14/10/2025,INV4089,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
14/10/2025,INV4089,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
14/10/2025,SIV3568,Supplier Invoice,Attenu-Tec HVAC Parts,8.00
Total for Item:,710FC - 710 Diam Flexible Connection,,,0.00
710HVJ-2S - 710 Diam Vertical Discharge Unit
02/04/2025,SIV2940,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
15/04/2025,INV3693,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-2.00
13/10/2025,SIV3482,Supplier Invoice,Attenu-Tec HVAC Parts,1.00
17/10/2025,INV4098,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
17/10/2025,CRN1058,Credit Note,Chabo & Joubert Air Conditioning (Pty) Ltd,1.00
17/10/2025,INV4207,Tax Invoice,CHABO AND JOUBERT AIR CONDITIONING HOLDINGS (PTY) LTD,-1.00
Total for Item:,710HVJ-2S - 710 Diam Vertical Discharge Unit,,,0.00
710MBP06 - 1-0350-240 P06 - 710 Motor Bracket
19/07/2024,Opening Balance,Opening Balance,,12.00
01/08/2024,SIV2435,Supplier Invoice,Mafilisti Trading and Projects (Pty) Ltd,16.00
21/10/2024,SIV2631,Supplier Invoice,Intervent-Universal (Pty) Ltd,36.00
02/12/2024,SIV2747,Supplier Invoice,Intervent-Universal (Pty) Ltd,24.00
15/04/2025,SIV2977,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,8.00
11/11/2025,SIV3630,Supplier Invoice,ULTIMATENG (PTY) LTD,48.00
15/04/2026,INV4546,Tax Invoice,Allbro Industries (PTY) Ltd,-1.00
Total for Item:,710MBP06 - 1-0350-240 P06 - 710 Motor Bracket,,,143.00
710MF - 710 Diam Mounting Feet
24/08/2021,Opening Balance,Opening Balance,,4.00
28/09/2021,INV0000112,Tax Invoice,Airgro (Pty) Ltd,-4.00
28/09/2021,SIV1012,Supplier Invoice,Air Speration,4.00
08/06/2023,SIV1744,Supplier Invoice,Air Speration,6.00
29/06/2023,INV2260,Tax Invoice,PM Group (T) Ltd,-6.00
30/06/2023,INV2263,Tax Invoice,Ducting SA,-2.00
30/06/2023,SIV1792,Supplier Invoice,Air Speration,2.00
01/09/2023,SIV1908,Supplier Invoice,Air Speration,4.00
01/09/2023,INV2434,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-4.00
31/10/2023,SIV2021,Supplier Invoice,Air Speration,4.00
01/11/2023,INV2584,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-4.00
15/11/2023,INV2613,Tax Invoice,Antojam Technical & Supply Co. Itd,-4.00
15/11/2023,INV2613,Tax Invoice,Antojam Technical & Supply Co. Itd,-4.00
05/12/2023,SIV2077,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
12/02/2024,INV2806,Tax Invoice,Midrand Air Services (Pty) Ltd,-4.00
12/02/2024,INV2806,Tax Invoice,Midrand Air Services (Pty) Ltd,-4.00
12/02/2024,SIV2181,Supplier Invoice,Attenu-Tec HVAC Parts,12.00
14/02/2024,INV2819,Tax Invoice,Enviroware Construction (Pty) Ltd,-4.00
08/04/2024,INV2947,Tax Invoice,Machinery & Equipment Ltd,-3.00
09/04/2024,SIV2246,Supplier Invoice,Centrifab (Pty) Ltd,3.00
17/04/2024,INV2961,Tax Invoice,Airventfil (Pty) Ltd,-2.00
30/04/2024,SIV2271,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
30/04/2024,SIV2273,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
15/05/2024,INV3016,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-4.00
27/05/2024,INV3041,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-4.00
11/06/2024,SIV2306,Supplier Invoice,Attenu-Tec HVAC Parts,10.00
13/06/2024,INV3078,Tax Invoice,St. Air Projects and Engineering (Pty) Ltd,-10.00
19/06/2024,SIV2315,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
26/06/2024,SIV2338,Supplier Invoice,Attenu-Tec HVAC Parts,8.00
27/06/2024,INV3100,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-4.00
27/06/2024,INV3101,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-4.00
27/06/2024,SIV2340,Supplier Invoice,Centrifab (Pty) Ltd,8.00
28/06/2024,INV3110,Tax Invoice,Aircycle Engineering CC,-8.00
12/07/2024,SIV2369,Supplier Invoice,Centrifab (Pty) Ltd,3.00
12/07/2024,INV3140,Tax Invoice,Butec,-3.00
18/07/2024,INV3149,Tax Invoice,Compu Cool (Pty) Ltd,-4.00
23/07/2024,SIV2408,Supplier Invoice,Attenu-Tec HVAC Parts,8.00
29/07/2024,INV3180,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-8.00
06/08/2024,SIV2440,Supplier Invoice,Mafilisti Trading and Projects (Pty) Ltd,4.00
12/08/2024,SIV2448,Supplier Invoice,Mafilisti Trading and Projects (Pty) Ltd,10.00
12/08/2024,SIV2450,Supplier Invoice,Mafilisti Trading and Projects (Pty) Ltd,2.00
13/08/2024,INV3208,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-12.00
23/08/2024,INV3230,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-4.00
11/09/2024,SIV2528,Supplier Invoice,Mafilisti Trading and Projects (Pty) Ltd,8.00
19/09/2024,INV3280,Tax Invoice,Butec,-4.00
19/09/2024,INV3280,Tax Invoice,Butec,-4.00
08/10/2024,SIV2577,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
08/10/2024,SIV2580,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
08/10/2024,SIV2582,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
09/10/2024,INV3321,Tax Invoice,D-Teq Air (Pty) Ltd,-4.00
15/10/2024,INV3335,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-4.00
17/10/2024,INV3343,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-4.00
20/11/2024,SIV2695,Supplier Invoice,Attenu-Tec HVAC Parts,8.00
22/11/2024,INV3437,Tax Invoice,Butec,-4.00
22/11/2024,INV3437,Tax Invoice,Butec,-4.00
02/12/2024,SIV2747,Supplier Invoice,Intervent-Universal (Pty) Ltd,20.00
12/12/2024,INV3486,Tax Invoice,Midrand Air Services (Pty) Ltd,-4.00
30/01/2025,INV3541,Tax Invoice,Vortron System Mauritius Ltd,-4.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-4.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-4.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-4.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-4.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-4.00
19/03/2025,INV3641,Tax Invoice,Sulit Projects,-4.00
26/03/2025,INV3654,Tax Invoice,HVAC PARTNERS PTY LTD,-4.00
26/03/2025,CRN1053,Credit Note,HVAC PARTNERS PTY LTD,4.00
26/03/2025,INV4022,Tax Invoice,MEPF AND AKANI PROPERTIES JOINT VENTURE,-4.00
26/03/2025,CRN1063,Credit Note,MEPF AND AKANI PROPERTIES JOINT VENTURE,4.00
31/03/2025,INV3663,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-4.00
03/04/2025,SIV2947,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,24.00
11/04/2025,INV3687,Tax Invoice,Sesbuyile Projects & Maintenance cc,-4.00
